,Identifier,RMSE
45448,MS-DAR-00016-000-00299_south,0.00930322450587239
45449,MS-DAR-00007-000-00199_south,0.009303522948293359
45450,MS-DAR-00011-00002-000-00028_north,0.009303844441322802
45451,MS-DAR-00058-00001-000-00075_south,0.009304071125140792
45452,MS-DAR-00029-00001-000-00079_north,0.009305412687842856
45453,MS-DAR-00205-00007-000-00206_north,0.00930547218017509
45454,MS-DAR-00060-00001-000-00164_south,0.009305525047716976
45455,MS-DAR-00010-00002-000-00262_south,0.009305547755330053
45456,MS-DAR-00057-000-00193_south,0.009305853352024484
45457,MS-DAR-00029-00001-000-00148_north,0.009305970342454974
45458,MS-DAR-00057-000-00177_north,0.00930664965314674
45459,MS-DAR-00084-00002-000-00249_north,0.009306750516842426
45460,MS-DAR-00013-000-00052_south,0.009307496854584048
45461,MS-DAR-00011-00001-000-00204_north,0.009309404448755791
45462,MS-DAR-00054-000-00008_north,0.009310785254223632
45463,MS-DAR-00046-00002-000-00081_south,0.009310927729242609
45464,MS-DAR-00057-000-00264_north,0.009311746361679618
45465,MS-DAR-00081-000-00161_south,0.009312286817350674
45466,MS-DAR-00060-00001-000-00041_north,0.0093125344858783
45467,MS-DAR-00013-000-00053_south,0.009314493522060884
45468,MS-DAR-00007-000-00287_south,0.0093154852944458
45469,MS-DAR-00053-00002-000-00013_north,0.009315507028891678
45470,MS-DAR-00016-000-00353_north,0.009315846542742158
45471,MS-DAR-00009-000-00056_south,0.00931586889595808
45472,MS-DAR-00015-00001-000-00095_south,0.009316018502140389
45473,MS-DAR-00012-000-00048_north,0.009316636307268754
45474,MS-DAR-00015-00002-000-00055_south,0.009318085684082484
45475,MS-DAR-00004-000-00613_north,0.009318151710811576
45476,MS-DAR-00209-00014-000-00177_north,0.009318667694722508
45477,MS-DAR-00029-00002-000-00184_south,0.00931888909005117
45478,MS-DAR-00012-000-00318_north,0.009320501336209062
45479,MS-DAR-00013-000-00172_south,0.009320571790657269
45480,MS-DAR-00029-00003-000-00281_south,0.009320891636984508
45481,MS-DAR-00029-00003-000-00069_south,0.009321012639308453
45482,MS-DAR-00013-000-00023_south,0.0093211552519801
45483,MS-DAR-00209-00009-000-00054_north,0.009321662925326036
45484,MS-DAR-00007-000-00108_north,0.009321935069261069
45485,MS-DAR-00007-000-00287_north,0.009323512911857654
45486,MS-DAR-00089-000-00370_north,0.009323713434602615
45487,MS-DAR-00016-000-00381_north,0.009324371993601274
45488,MS-DAR-00076-000-00248_north,0.009325207301855702
45489,MS-DAR-00007-000-00402_south,0.009325222017494821
45490,MS-DAR-00076-000-00365_south,0.00932574500801694
45491,MS-DAR-00080-000-00412_north,0.009326157720065393
45492,MS-DAR-00157-000-00082_south,0.00932638429137698
45493,MS-DAR-00209-00001-000-00314_north,0.00932640983482111
45494,MS-DAR-00011-00001-000-00213_south,0.009327047365346527
45495,MS-DAR-00209-00006-000-00208_north,0.009327090445948604
45496,MS-DAR-00011-00001-000-00253_south,0.009327707099616507
45497,MS-DAR-00060-00002-000-00157_south,0.009328092667113892
45498,MS-DAR-00081-000-00203_north,0.009328569159754002
45499,MS-DAR-00056-000-00230_north,0.009329199157163954
45500,MS-DAR-00029-00003-000-00193_south,0.00932949143213856
45501,MS-DAR-00070-000-00391_south,0.009332713709273403
45502,MS-DAR-00029-00003-000-00287_north,0.009333256521025722
45503,MS-DAR-00046-00002-000-00341_south,0.009333592938233983
45504,MS-DAR-00046-00002-000-00082_south,0.009334152480748368
45505,MS-DAR-00082-000-00255_south,0.009334633009526777
45506,MS-DAR-00209-00010-000-00169_north,0.009335790696161307
45507,MS-DAR-00060-00001-000-00112_north,0.00933581978325672
45508,MS-DAR-00076-000-00071_south,0.009335917951670245
45509,MS-DAR-00052-000-00273_south,0.009335996018945008
45510,MS-DAR-00205-00006-000-00111_north,0.009336334810304471
45511,MS-DAR-00205-00009-000-00711_south,0.009336697252364324
45512,MS-DAR-00011-00001-000-00272_north,0.009337271390922407
45513,MS-DAR-00055-000-00273_north,0.009337850533315385
45514,MS-DAR-00081-000-00425_north,0.009339919291414752
45515,MS-DAR-00013-000-00184_south,0.009340208825412087
45516,MS-DAR-00014-000-00352_south,0.009340816534297035
45517,MS-DAR-00015-00002-000-00168_north,0.009341410550083508
45518,MS-DAR-00205-00009-000-00736_south,0.009342064865359656
45519,MS-DAR-00027-00002-000-00223_north,0.00934247209648531
45520,MS-DAR-00029-00003-000-00068_south,0.009342701058436563
45521,MS-DAR-00205-00002-000-00511_south,0.00934337587985032
45522,MS-DAR-00054-000-00237_south,0.00934356662825085
45523,MS-DAR-00016-000-00305_south,0.009343964048706832
45524,MS-DAR-00205-00005-000-00015_south,0.009345269095539689
45525,MS-DAR-00080-000-00015_north,0.009348006072874704
45526,MS-DAR-00205-00007-000-00217_north,0.009348037345452392
45527,MS-DAR-00003-000-00052_north,0.00934878073277479
45528,MS-DAR-00029-00003-000-00266_north,0.0093489055832288
45529,MS-DAR-00027-00001-000-00100_south,0.009350439494928217
45530,MS-DAR-00205-00003-000-00270_south,0.009350600145531735
45531,MS-DAR-00209-00005-000-00094_north,0.009350876795704175
45532,MS-DAR-00205-00010-000-00111_north,0.009351175845245448
45533,MS-DAR-00029-00001-000-00019_south,0.009351247092364021
45534,MS-DAR-00047-000-00001_north,0.009351606419348856
45535,MS-DAR-00209-00010-000-00089_north,0.00935365586490557
45536,MS-DAR-00205-00009-000-00284_north,0.00935382857091959
45537,MS-DAR-00157-00001-000-00337_north,0.009355028632945519
45538,MS-DAR-00055-000-00129_north,0.009356484119885274
45539,MS-DAR-00205-00011-000-00066_south,0.009356790467167454
45540,MS-DAR-00050-000-00118_south,0.009357207803765113
45541,MS-DAR-00047-000-00099_south,0.009357290491375405
45542,MS-DAR-00046-00002-000-00108_south,0.00936060486030921
45543,MS-DAR-00059-00001-000-00277_north,0.009362500525946523
45544,MS-DAR-00055-000-00098_north,0.009362538992533764
45545,MS-DAR-00048-000-00105_north,0.009362796775188646
45546,MS-DAR-00007-000-00203_north,0.009364090751500471
45547,MS-DAR-00009-000-00086_north,0.009365682222933106
45548,MS-DAR-00057-000-00261_north,0.009365745628279961
45549,MS-DAR-00209-00014-000-00039_south,0.009366097242154477
45550,MS-DAR-00007-000-00201_south,0.009366118390689106
45551,MS-DAR-00108-000-00046_north,0.009367134976210785
45552,MS-DAR-00185-000-00499_north,0.0093674721227382
45553,MS-DAR-00054-000-00319_south,0.009368095705489302
45554,MS-DAR-00046-00001-000-00021_north,0.009368390219376778
45555,MS-DAR-00012-000-00336_north,0.009368498761740519
45556,MS-DAR-00205-00010-000-00064_north,0.009369433776414733
45557,MS-DAR-00108-000-00082_north,0.009370479836590392
45558,MS-DAR-00205-00003-000-00423_north,0.009371499204161844
45559,MS-DAR-00089-000-00116_north,0.009372112283387064
45560,MS-DAR-00059-00001-000-00160_south,0.009372123382349624
45561,MS-DAR-00209-00008-000-00312_north,0.009372280806292972
45562,MS-DAR-00016-000-00369_south,0.009372395348414574
45563,MS-DAR-00029-00003-000-00096_south,0.009372464911864517
45564,MS-DAR-00089-000-00105_south,0.00937405951257237
45565,MS-DAR-00007-000-00032_south,0.00937421388921143
45566,MS-DAR-00090-000-00006_north,0.009374420426593403
45567,MS-DAR-00007-000-00374_south,0.009375147130283047
45568,MS-DAR-00010-00002-000-00285_south,0.009375447683378581
45569,MS-DAR-00045-000-00068_south,0.009375975066233588
45570,MS-DAR-00046-00001-000-00145_north,0.00937611033484149
45571,MS-DAR-00029-00003-000-00112_south,0.009376569687946378
45572,MS-DAR-00205-00010-000-00101_north,0.009376571828939393
45573,MS-DAR-00070-000-00339_north,0.009377163748288567
45574,MS-DAR-00050-000-00222_north,0.009377811828156704
45575,MS-DAR-00078-000-00032_south,0.009377943319549732
45576,MS-DAR-00007-000-00079_north,0.009377948437413127
45577,MS-DAR-00054-000-00219_north,0.009378268982900704
45578,MS-DAR-00205-00003-000-00456_north,0.009378695321754246
45579,MS-DAR-00205-00010-000-00097_north,0.0093791083498781
45580,MS-DAR-00205-00005-000-00389_north,0.00937926954880257
45581,MS-DAR-00057-000-00118_north,0.009379279718851587
45582,MS-DAR-00209-00013-000-00030_north,0.009379515474837142
45583,MS-DAR-00047-000-00062_north,0.009379993155318674
45584,MS-DAR-00011-00001-000-00345_south,0.009380254019967272
45585,MS-DAR-00059-00002-000-00093_north,0.009380587868117941
45586,MS-DAR-00157-00001-000-00324_north,0.009380681433573469
45587,MS-DAR-00209-00006-000-00209_north,0.00938075803733791
45588,MS-DAR-00054-000-00099_south,0.009381336389030394
45589,MS-DAR-00205-00007-000-00497_south,0.009382281279852371
45590,MS-DAR-00084-00002-000-00422_north,0.009382781965251124
45591,MS-DAR-00029-00003-000-00065_north,0.009383790100635501
45592,MS-DAR-00029-00003-000-00159_north,0.009383821570229727
45593,MS-DAR-00007-000-00221_north,0.009384456675226764
45594,MS-DAR-00067-000-00057_north,0.00938739757339722
45595,MS-DAR-00085-000-00169_south,0.009387856182718703
45596,MS-DAR-00016-000-00201_north,0.00938833722562974
45597,MS-DAR-00010-00002-000-00019_south,0.009388404186588168
45598,MS-DAR-00083-000-00232_south,0.009389012684719025
45599,MS-DAR-00157-000-00078_north,0.009389177970113823
45600,MS-DAR-00060-00001-000-00146_north,0.009389404995852358
45601,MS-DAR-00060-00001-000-00057_north,0.00939210140457918
45602,MS-DAR-00050-000-00221_north,0.009392459019852119
45603,MS-DAR-00010-00002-000-00255_south,0.009392638455015102
45604,MS-DAR-00028-00001-000-00055_north,0.009392953542792815
45605,MS-DAR-00078-000-00001_north,0.009392962763138276
45606,MS-DAR-00029-00003-000-00208_south,0.009393425643460894
45607,MS-DAR-00010-00002-000-00268_south,0.009393643576590865
45608,MS-DAR-00076-000-00404_north,0.00939387396951019
45609,MS-DAR-00205-00003-000-00614_south,0.00939621102959007
45610,MS-DAR-00205-00002-000-00236_north,0.009396297238713096
45611,MS-DAR-00060-00001-000-00173_north,0.009399268224752833
45612,MS-DAR-00027-00002-000-00182_south,0.009399637853670734
45613,MS-DAR-00027-00001-000-00103_south,0.00940048055505343
45614,MS-DAR-00077-000-00292_north,0.009400580524802325
45615,MS-DAR-00205-00003-000-00306_north,0.009401140879705096
45616,MS-DAR-00016-000-00387_south,0.009401141225006576
45617,MS-DAR-00205-00007-000-00450_south,0.00940123947904642
45618,MS-DAR-00053-00001-000-00095_south,0.009401357047292681
45619,MS-DAR-00013-000-00169_south,0.009401515487692599
45620,MS-DAR-00010-00002-000-00303_north,0.009403446660624678
45621,MS-DAR-00067-000-00112_north,0.009403490315742972
45622,MS-DAR-00205-00002-000-00243_south,0.00940358712452842
45623,MS-DAR-00060-00001-000-00193_south,0.009404484726202774
45624,MS-DAR-00084-00002-000-00250_north,0.009404617516079693
45625,MS-DAR-00068-000-00264_north,0.009405006465717432
45626,MS-DAR-00209-00009-000-00220_south,0.009407303871538975
45627,MS-DAR-00082-000-00254_south,0.009408106345929
45628,MS-DAR-00209-00010-000-00170_north,0.009408767028155685
45629,MS-DAR-00027-00001-000-00013_south,0.009409197019496355
45630,MS-DAR-00018-00002-000-00226_north,0.00940924921971216
45631,MS-DAR-00027-00001-000-00208_south,0.009409333435685873
45632,MS-DAR-00069-000-00286_south,0.009409538109127733
45633,MS-DAR-00066-000-00378_south,0.009411167647808178
45634,MS-DAR-00046-00002-000-00303_north,0.009411349638950515
45635,MS-DAR-00209-00014-000-00178_north,0.009412114434133869
45636,MS-DAR-00017-00001-000-00123_north,0.009412372991140757
45637,MS-DAR-00077-000-00162_south,0.009412820631399883
45638,MS-DAR-00047-000-00237_south,0.009412851972650956
45639,MS-DAR-00011-00002-000-00010_north,0.009413862357297811
45640,MS-DAR-00209-00014-000-00040_south,0.0094147678058123
45641,MS-DAR-00205-00009-000-00511_south,0.009415459320854894
45642,MS-DAR-00011-00001-000-00149_south,0.009415569457675167
45643,MS-DAR-00010-00002-000-00042_north,0.009416326376539745
45644,MS-DAR-00059-00001-000-00001_south,0.00941693451235449
45645,MS-DAR-00068-000-00240_north,0.009417135619262603
45646,MS-DAR-00081-000-00419_north,0.00941727602941684
45647,MS-DAR-00205-00005-000-00013_north,0.00941734955931808
45648,MS-DAR-00060-00002-000-00017_north,0.009417742900885527
45649,MS-DAR-00069-000-00287_north,0.009418220886189087
45650,MS-DAR-00009-000-00161_north,0.0094184121038584
45651,MS-DAR-00190-000-00021_north,0.00941911706473049
45652,MS-DAR-00029-00001-000-00115_south,0.009420368114778484
45653,MS-DAR-00185-000-00264_north,0.009421203183917013
45654,MS-DAR-00205-00009-000-00524_north,0.009421534815452822
45655,MS-DAR-00010-00001-000-00194_north,0.009422474637270256
45656,MS-DAR-00060-00001-000-00132_north,0.009423423250533514
45657,MS-DAR-00089-000-00342_north,0.009423972702082034
45658,MS-DAR-00014-000-00142_south,0.009424630998538462
45659,MS-DAR-00011-00001-000-00318_north,0.00942524403430251
45660,MS-DAR-00205-00005-000-00376_south,0.00942675696935807
45661,MS-DAR-00011-00002-000-00156_north,0.009427130529170557
45662,MS-DAR-00011-00001-000-00098_north,0.009427341967618273
45663,MS-DAR-00051-000-00103_south,0.00942835441742546
45664,MS-DAR-00082-000-00309_north,0.009429381450628731
45665,MS-DAR-00205-00007-000-00354_south,0.0094296405311849
45666,MS-DAR-00209-00008-000-00034_north,0.009431027747489332
45667,MS-DAR-00205-00006-000-00110_north,0.009431081160143497
45668,MS-DAR-00057-000-00245_south,0.009431771589493232
45669,MS-DAR-00027-00002-000-00228_north,0.00943195887279321
45670,MS-DAR-00011-00002-000-00174_south,0.00943277014881433
45671,MS-DAR-00055-000-00071_south,0.00943316612078417
45672,MS-DAR-00048-000-00073_south,0.009433767003076458
45673,MS-DAR-00082-000-00383_north,0.009434595951926928
45674,MS-DAR-00029-00003-000-00166_north,0.009436699129033518
45675,MS-DAR-00185-000-00677_north,0.009436709450434975
45676,MS-DAR-00059-00001-000-00226_north,0.00943704728337082
45677,MS-DAR-00056-000-00217_north,0.009440305391237502
45678,MS-DAR-00004-000-00013_south,0.00944128900181011
45679,MS-DAR-00085-000-00447_north,0.009441873729610029
45680,MS-DAR-00004-000-00140_north,0.009442920259247645
45681,MS-DAR-00029-00002-000-00113_south,0.009445055666157236
45682,MS-DAR-00205-00010-000-00040_north,0.009445454943633481
45683,MS-DAR-00081-000-00056_north,0.009446333300547163
45684,MS-DAR-00076-000-00023_south,0.009447625971106337
45685,MS-DAR-00205-00002-000-00347_north,0.00944919637194811
45686,MS-DAR-00205-00011-000-00252_north,0.00944968031572594
45687,MS-DAR-00014-000-00009_north,0.009449773815641868
45688,MS-DAR-00205-00009-000-00425_north,0.009449897806474884
45689,MS-DAR-00011-00001-000-00126_north,0.009450073414498147
45690,MS-DAR-00004-000-00546_south,0.009451353109909917
45691,MS-DAR-00060-00002-000-00079_north,0.009451482787277577
45692,MS-DAR-00016-000-00363_north,0.009452986775345201
45693,MS-DAR-00205-00009-000-00451_south,0.009453179024901635
45694,MS-DAR-00046-00002-000-00321_north,0.009453955642539792
45695,MS-DAR-00016-000-00360_north,0.009454378609426686
45696,MS-DAR-00055-000-00268_south,0.009454592552042177
45697,MS-DAR-00016-000-00349_north,0.009454612212672542
45698,MS-DAR-00058-00002-000-00202_north,0.009455178882600935
45699,MS-DAR-00081-000-00341_south,0.0094557285032567
45700,MS-DAR-00205-00002-000-00213_north,0.00945614611879488
45701,MS-DAR-00054-000-00308_north,0.009456509828552312
45702,MS-DAR-00011-00001-000-00305_south,0.009456733019904583
45703,MS-DAR-00070-000-00178_south,0.009457062254598672
45704,MS-DAR-00087-000-00161_north,0.009457669887794508
45705,MS-DAR-00049-000-00259_south,0.00945772826968876
45706,MS-DAR-00066-000-00072_north,0.009457756250378698
45707,MS-DAR-00205-00011-000-00286_north,0.009458332433770065
45708,MS-DAR-00190-000-00023_north,0.009459832936327421
45709,MS-DAR-00048-000-00359_north,0.009459900758800974
45710,MS-DAR-00084-00002-000-00421_north,0.009460185874586736
45711,MS-DAR-00205-00004-000-00146_north,0.009461963837892585
45712,MS-DAR-00013-000-00027_south,0.009462871819219384
45713,MS-DAR-00058-00001-000-00074_south,0.009463186107085748
45714,MS-DAR-00029-00002-000-00094_south,0.009463208829261594
45715,MS-DAR-00016-000-00054_north,0.009463588146198833
45716,MS-DAR-00016-000-00165_south,0.009464107369089909
45717,MS-DAR-00205-00010-000-00044_north,0.009464292388055424
45718,MS-DAR-00045-000-00141_north,0.009464670841168144
45719,MS-DAR-00013-000-00093_north,0.009465354336562743
45720,MS-DAR-00029-00001-000-00113_south,0.00946671072535466
45721,MS-DAR-00084-00002-000-00264_south,0.009468075785771477
45722,MS-DAR-00046-00001-000-00218_south,0.009468214542571247
45723,MS-DAR-00029-00002-000-00101_south,0.009468512583317278
45724,MS-DAR-00209-00008-000-00311_north,0.009468897430302159
45725,MS-DAR-00060-00002-000-00151_south,0.009469497289860105
45726,MS-DAR-00083-000-00084_north,0.009469722842966335
45727,MS-DAR-00054-000-00146_north,0.009470527726838469
45728,MS-DAR-00080-000-00329_north,0.009470705648167562
45729,MS-DAR-00209-00006-000-00002_north,0.00947086039852481
45730,MS-DAR-00054-000-00330_north,0.009470922131312046
45731,MS-DAR-00051-000-00015_north,0.009471592097390484
45732,MS-DAR-00029-00003-000-00107_south,0.009473411000055209
45733,MS-DAR-00085-000-00440_north,0.009474342831004411
45734,MS-DAR-00205-00009-000-00408_north,0.00947457137106752
45735,MS-DAR-00084-00002-000-00118_north,0.009475746973448034
45736,MS-DAR-00205-00007-000-00298_north,0.00947614074399413
45737,MS-DAR-00076-000-00133_north,0.009476970517181006
45738,MS-DAR-00085-000-00087_north,0.009478337050103185
45739,MS-DAR-00007-000-00288_north,0.009478436298043678
45740,MS-DAR-00209-00014-000-00377_north,0.009478505693860103
45741,MS-DAR-00055-000-00274_north,0.009478635949988766
45742,MS-DAR-00108-000-00401_north,0.009478710819245617
45743,MS-DAR-00004-000-00308_north,0.00947925393934214
45744,MS-DAR-00209-00006-000-00027_north,0.00948009190659898
45745,MS-DAR-00056-000-00197_north,0.009481387445634943
45746,MS-DAR-00185-000-00503_north,0.009481407744467358
45747,MS-DAR-00070-000-00352_north,0.009481597163607124
45748,MS-DAR-00007-000-00390_south,0.009482287820515684
45749,MS-DAR-00060-00001-000-00045_north,0.009482625916318863
45750,MS-DAR-00069-000-00306_south,0.009485016061744895
45751,MS-DAR-00045-000-00183_north,0.00948599330276533
45752,MS-DAR-00205-00003-000-00453_north,0.009487467357681342
45753,MS-DAR-00046-00002-000-00384_south,0.0094876762612916
45754,MS-DAR-00070-000-00054_south,0.009487788714183163
45755,MS-DAR-00205-00007-000-00445_south,0.009487915373321679
45756,MS-DAR-00205-00002-000-00458_north,0.00949003992236947
45757,MS-DAR-00088-000-00423_south,0.009490109080691915
45758,MS-DAR-00011-00002-000-00259_south,0.009490681837341142
45759,MS-DAR-00080-000-00328_north,0.009491255655259467
45760,MS-DAR-00082-000-00382_north,0.00949150033818788
45761,MS-DAR-00070-000-00382_north,0.009494771707943534
45762,MS-DAR-00205-00007-000-00027_north,0.009495282819158454
45763,MS-DAR-00077-000-00388_north,0.009495563338346932
45764,MS-DAR-00011-00002-000-00183_south,0.009495682263778648
45765,MS-DAR-00084-00002-000-00444_south,0.009496288125253426
45766,MS-DAR-00013-000-00188_south,0.009497114609465587
45767,MS-DAR-00052-000-00118_north,0.009497766394713822
45768,MS-DAR-00016-000-00417_north,0.00949796718481363
45769,MS-DAR-00060-00001-000-00040_north,0.009498645323635996
45770,MS-DAR-00067-000-00239_north,0.009499542119783235
45771,MS-DAR-00205-00005-000-00140_north,0.009499622309774101
45772,MS-DAR-00205-00005-000-00422_north,0.00949980341889878
45773,MS-DAR-00082-000-00371_south,0.009500984342039128
45774,MS-DAR-00205-00007-000-00566_north,0.00950114485192499
45775,MS-DAR-00048-000-00215_north,0.00950115316483296
45776,MS-DAR-00080-000-00288_south,0.00950155988556451
45777,MS-DAR-00083-000-00392_south,0.009502265869321635
45778,MS-DAR-00011-00002-000-00200_south,0.009503656721862107
45779,MS-DAR-00084-00002-000-00267_north,0.009506506468824338
45780,MS-DAR-00011-00002-000-00262_north,0.00950704228993374
45781,MS-DAR-00059-00001-000-00214_south,0.009507704569839643
45782,MS-DAR-00255-000-00016_north,0.009508005107010567
45783,MS-DAR-00048-000-00310_north,0.00950857213584931
45784,MS-DAR-00209-00009-000-00077_north,0.009508926812238874
45785,MS-DAR-00205-00006-000-00066_north,0.009509341506686456
45786,MS-DAR-00070-000-00226_north,0.009510291224171812
45787,MS-DAR-00088-000-00286_south,0.009510373244469664
45788,MS-DAR-00157-00001-000-00336_north,0.009510425700433265
45789,MS-DAR-00209-00008-000-00003_north,0.00951107818824069
45790,MS-DAR-00083-000-00007_north,0.009511521696645776
45791,MS-DAR-00067-000-00058_north,0.009512871336522486
45792,MS-DAR-00205-00003-000-00417_south,0.0095128852720598
45793,MS-DAR-00060-00002-000-00060_south,0.009512931281338946
45794,MS-DAR-00029-00003-000-00167_north,0.009513134798909905
45795,MS-DAR-00076-000-00339_north,0.009513840124154535
45796,MS-DAR-00205-00002-000-00087_south,0.009514406395124885
45797,MS-DAR-00008-000-00022_south,0.009514851444317038
45798,MS-DAR-00011-00002-000-00244_north,0.009514894985496907
45799,MS-DAR-00055-000-00089_north,0.009515226969504539
45800,MS-DAR-00209-00005-000-00355_north,0.009515334579614025
45801,MS-DAR-00157-A-000-00121_north,0.00951543253653131
45802,MS-DAR-00107-000-00014_north,0.009515546719976791
45803,MS-DAR-00076-000-00334_north,0.009516083352888855
45804,MS-DAR-00015-00001-000-00231_south,0.00951681058379603
45805,MS-DAR-00008-000-00070_south,0.00951751888940486
45806,MS-DAR-00046-00002-000-00342_south,0.009517646104618815
45807,MS-DAR-00008-000-00086_north,0.009520761128258576
45808,MS-DAR-00010-00001-000-00165_north,0.009521978026095794
45809,MS-DAR-00084-00001-000-00396_north,0.009522107424551052
45810,MS-DAR-00045-000-00182_north,0.009522999581460335
45811,MS-DAR-00205-00009-000-00713_north,0.009524042233875563
45812,MS-DAR-00205-00002-000-00281_north,0.009525797700793313
45813,MS-DAR-00011-00002-000-00056_south,0.00952607725952184
45814,MS-DAR-00205-00003-000-00267_north,0.00952651739353145
45815,MS-DAR-00205-00005-000-00219_south,0.009526519377651914
45816,MS-DAR-00029-00001-000-00023_south,0.009526702124894955
45817,MS-DAR-00185-000-00274_north,0.009527380576292153
45818,MS-DAR-00029-00002-000-00105_south,0.009527488300756322
45819,MS-DAR-00205-00009-000-00771_south,0.009527531138301671
45820,MS-DAR-00209-00001-000-00318_north,0.009528215903840096
45821,MS-DAR-00004-000-00360_south,0.009528714204472571
45822,MS-DAR-00077-000-00264_south,0.00953028901375021
45823,MS-DAR-00016-000-00362_north,0.009530469869540086
45824,MS-DAR-00006-000-00080_south,0.009530999243321268
45825,MS-DAR-00076-000-00073_north,0.009531221773609872
45826,MS-DAR-00205-00003-000-00005_north,0.00953126158831702
45827,MS-DAR-00066-000-00171_south,0.009532123265915736
45828,MS-DAR-00015-00002-000-00169_north,0.009534592934850875
45829,MS-DAR-00007-000-00383_south,0.00953464469573362
45830,MS-DAR-00009-000-00163_south,0.009535220235543948
45831,MS-DAR-00049-000-00101_south,0.009535368551603177
45832,MS-DAR-00205-00007-000-00456_south,0.009536292639156731
45833,MS-DAR-00012-000-00346_north,0.00953719110921011
45834,MS-DAR-00205-00004-000-00132_south,0.009537198423379318
45835,MS-DAR-00205-00009-000-00521_north,0.009537813567533273
45836,MS-DAR-00081-000-00420_south,0.009538934409098209
45837,MS-DAR-00058-00002-000-00234_north,0.009539354835820416
45838,MS-DAR-00059-00001-000-00025_north,0.009539856458384574
45839,MS-DAR-00157-00001-000-00271_north,0.009540116585362336
45840,MS-DAR-00205-00007-000-00569_south,0.009541350114623239
45841,MS-DAR-00255-000-00015_north,0.009542785099387009
45842,MS-DAR-00016-000-00009_north,0.009542857965904235
45843,MS-DAR-00056-000-00209_north,0.009544340584075802
45844,MS-DAR-00027-00002-000-00009_south,0.009545049374482025
45845,MS-DAR-00004-000-00106_north,0.0095451807368757
45846,MS-DAR-00205-00009-000-00377_north,0.009546002288588026
45847,MS-DAR-00013-000-00166_south,0.00954660520727451
45848,MS-DAR-00067-000-00072_north,0.009548772415548844
45849,MS-DAR-00015-00002-000-00230_south,0.009549678336950368
45850,MS-DAR-00066-000-00068_south,0.009550192936129633
45851,MS-DAR-00008-000-00001_south,0.00955169185977279
45852,MS-DAR-00049-000-00262_north,0.009551762764826999
45853,MS-DAR-00053-00002-000-00216_south,0.009552005680064785
45854,MS-DAR-00061-000-00181_south,0.009552589893232218
45855,MS-DAR-00068-000-00317_south,0.0095527427786261
45856,MS-DAR-00054-000-00109_north,0.009554921038608192
45857,MS-DAR-00209-00005-000-00379_north,0.009555583042483974
45858,MS-DAR-00205-00003-000-00070_south,0.009555731965028425
45859,MS-DAR-00068-000-00250_south,0.009556047967796437
45860,MS-DAR-00205-00002-000-00235_north,0.009556461095109743
45861,MS-DAR-00205-00009-000-00500_north,0.009556774280507815
45862,MS-DAR-00008-000-00238_north,0.009558443368512266
45863,MS-DAR-00205-00011-000-00147_north,0.009558893185769054
45864,MS-DAR-00205-00003-000-00020_north,0.009559348016470804
45865,MS-DAR-00008-000-00016_south,0.00955935637614494
45866,MS-DAR-00055-000-00153_north,0.009560310324343043
45867,MS-DAR-00048-000-00232_north,0.009560732583684653
45868,MS-DAR-00016-000-00438_south,0.0095607485997596
45869,MS-DAR-00157-A-000-00122_north,0.009560885327156479
45870,MS-DAR-00016-000-00290_north,0.009561269615033372
45871,MS-DAR-00016-000-00191_south,0.0095614591713668
45872,MS-DAR-00029-00002-000-00044_north,0.009561557861825292
45873,MS-DAR-00069-000-00291_north,0.009561746117252603
45874,MS-DAR-00011-00001-000-00360_north,0.009561798786038137
45875,MS-DAR-00205-00009-000-00194_north,0.009562047257141893
45876,MS-DAR-00205-00006-000-00162_north,0.009562805809009915
45877,MS-DAR-00205-00005-000-00087_north,0.009564172354610826
45878,MS-DAR-00004-000-00475_south,0.009564385705791443
45879,MS-DAR-00057-000-00015_north,0.009567807261877916
45880,MS-DAR-00029-00002-000-00052_north,0.00956975628512579
45881,MS-DAR-00205-00009-000-00472_north,0.009572480971128991
45882,MS-DAR-00057-000-00290_north,0.009572774156092343
45883,MS-DAR-00205-00008-000-00044_north,0.009573547155405539
45884,MS-DAR-00014-000-00264_north,0.009574508528195849
45885,MS-DAR-00029-00002-000-00103_south,0.009575923200313531
45886,MS-DAR-00060-00001-000-00204_south,0.009577231276699436
45887,MS-DAR-00205-00007-000-00038_south,0.009578361017283063
45888,MS-DAR-00011-00001-000-00134_north,0.009578873099044713
45889,MS-DAR-00069-000-00392_south,0.009579636603152258
45890,MS-DAR-00049-000-00261_north,0.009580753090652226
45891,MS-DAR-00018-00002-000-00231_south,0.00958075660468478
45892,MS-DAR-00011-00001-000-00303_south,0.009581164347380612
45893,MS-DAR-00080-000-00454_south,0.009582735289693887
45894,MS-DAR-00060-00002-000-00023_south,0.009582911438337971
45895,MS-DAR-00205-00011-000-00220_north,0.009583602199871361
45896,MS-DAR-00011-00002-000-00006_north,0.009583638199307557
45897,MS-DAR-00157-00002-000-00144_north,0.009586533916527838
45898,MS-DAR-00051-000-00091_south,0.009586599776687401
45899,MS-DAR-00029-00002-000-00133_south,0.009587045273560822
45900,MS-DAR-00015-00001-000-00115_north,0.009587803696408418
45901,MS-DAR-00049-000-00248_south,0.009587865522297484
45902,MS-DAR-00014-000-00350_north,0.00958865114991986
45903,MS-DAR-00012-000-00056_north,0.009589192785866885
45904,MS-DAR-00205-00010-000-00039_north,0.00959040024058455
